a1,a2,a3,p(win),rank1,rank2,rank3
frc492,frc2521,frc3663,39.73775000000002,17,16,24
frc492,frc2990,frc4089,39.736916666666694,17,28,22
frc492,frc2046,frc3786,39.72841666666672,17,11,44
frc492,frc2976,frc4911,39.723666666666745,17,2,6
frc492,frc3674,frc957,39.722249999999974,17,12,14
frc492,frc3218,frc488,39.72110000000002,17,25,34
frc492,frc2471,frc2811,39.71833333333336,17,3,15
frc492,frc2930,frc7034,39.71224999999998,17,7,19
frc492,frc2557,frc3218,39.70798333333331,17,18,25
frc492,frc488,frc8532,39.70508333333333,17,34,50
frc492,frc3663,frc4512,39.701583333333346,17,24,13
frc492,frc3636,frc4911,39.69933333333331,17,32,6
frc492,frc4915,frc568,39.695166666666665,17,42,47
frc492,frc2521,frc4089,39.6917666666666,17,16,22
frc492,frc2521,frc4488,39.68919999999998,17,16,9
frc492,frc4089,frc4911,39.687833333333316,17,22,6
frc492,frc2990,frc3636,39.68428333333337,17,28,32
frc492,frc4043,frc568,39.67975000000003,17,48,47
frc492,frc3218,frc4125,39.67558333333336,17,25,38
frc492,frc568,frc6350,39.67449999999999,17,47,20
frc492,frc2471,frc4089,39.67024999999997,17,3,22
frc492,frc3674,frc4512,39.66458333333326,17,12,13
frc492,frc2412,frc3711,39.66266666666664,17,45,21
frc492,frc2471,frc4512,39.65391666666665,17,3,13
frc492,frc4512,frc955,39.64428333333335,17,13,10
frc492,frc2990,frc7034,39.63558333333332,17,28,19
frc492,frc3674,frc4131,39.63133333333339,17,12,33
frc492,frc2521,frc955,39.63005000000003,17,16,10
frc492,frc4488,frc955,39.62370000000003,17,9,10
frc492,frc1294,frc2976,39.621499999999976,17,39,2
frc492,frc2930,frc4488,39.619233333333334,17,7,9
frc492,frc5827,frc957,39.58943333333335,17,29,14
frc492,frc1540,frc2522,39.58316666666662,17,30,23
frc492,frc2811,frc955,39.58163333333337,17,15,10
frc492,frc3663,frc7461,39.57563333333336,17,24,27
frc492,frc2471,frc2522,39.570250000000044,17,3,23
frc492,frc2412,frc488,39.568416666666685,17,45,34
frc492,frc1595,frc4043,39.56369999999998,17,5,48
frc492,frc3663,frc955,39.55813333333334,17,24,10
frc492,frc2811,frc4488,39.545750000000005,17,15,9
frc492,frc3674,frc7034,39.54366666666661,17,12,19
frc492,frc3663,frc7034,39.54216666666667,17,24,19
frc492,frc1540,frc2557,39.53024999999993,17,30,18
frc492,frc1595,frc4512,39.518833333333404,17,5,13
frc492,frc2928,frc5827,39.507633333333295,17,40,29
frc492,frc1540,frc2521,39.50563333333339,17,30,16
frc492,frc2522,frc4131,39.48941666666671,17,23,33
frc492,frc4125,frc6350,39.47508333333333,17,38,20
frc492,frc2557,frc568,39.467666666666716,17,18,47
frc492,frc4911,frc5827,39.45336666666671,17,6,29
frc492,frc1540,frc2990,39.44006666666671,17,30,28
frc492,frc360,frc488,39.438283333333324,17,26,34
frc492,frc2471,frc3663,39.408083333333344,17,3,24
frc492,frc4089,frc5920,39.40024999999994,17,22,43
frc492,frc1540,frc4911,39.383416666666605,17,30,6
frc492,frc360,frc6350,39.380583333333334,17,26,20
frc492,frc2471,frc7034,39.378833333333375,17,3,19
frc492,frc8532,frc997,39.375,17,50,8
frc492,frc2521,frc488,39.37413333333334,17,16,34
frc492,frc2557,frc955,39.36513333333339,17,18,10
frc492,frc1425,frc7034,39.363166666666594,17,31,19
frc492,frc1899,frc3218,39.3555833333334,17,36,25
frc492,frc6831,frc7034,39.34475000000001,17,35,19
frc492,frc2557,frc4915,39.34466666666662,17,18,42
frc492,frc2811,frc488,39.342499999999994,17,15,34
frc492,frc2557,frc5920,39.33416666666667,17,18,43
frc492,frc3636,frc957,39.3327666666666,17,32,14
frc492,frc2412,frc2928,39.332166666666666,17,45,40
frc492,frc1294,frc4488,39.3259,17,39,9
frc492,frc1425,frc3218,39.31583333333337,17,31,25
frc492,frc1425,frc2990,39.31521666666669,17,31,28
frc492,frc4911,frc6831,39.30558333333331,17,6,35
frc492,frc2521,frc2811,39.302266666666654,17,16,15
frc492,frc1359,frc2976,39.30083333333334,17,41,2
frc492,frc2522,frc2928,39.29358333333336,17,23,40
frc492,frc2557,frc7461,39.29316666666664,17,18,27
frc492,frc568,frc6831,39.2881666666667,17,47,35
frc492,frc3711,frc4125,39.28466666666665,17,21,38
frc492,frc2046,frc8248,39.27691666666666,17,11,49
frc492,frc4089,frc4512,39.27266666666667,17,22,13
frc492,frc2522,frc4512,39.27083333333328,17,23,13
frc492,frc1899,frc6350,39.26043333333339,17,36,20
frc492,frc1899,frc3636,39.255100000000056,17,36,32
frc492,frc4512,frc7034,39.24399999999997,17,13,19
frc492,frc1540,frc2811,39.241916666666626,17,30,15
frc492,frc3636,frc3663,39.23508333333335,17,32,24
frc492,frc4915,frc6831,39.23491666666669,17,42,35
frc492,frc1359,frc568,39.23291666666666,17,41,47
frc492,frc3674,frc955,39.215183333333336,17,12,10
frc492,frc488,frc5827,39.215033333333295,17,34,29
frc492,frc2928,frc3636,39.187583333333365,17,40,32
frc492,frc1425,frc957,39.16671666666667,17,31,14
frc492,frc2976,frc5827,39.162916666666625,17,2,29
frc492,frc4488,frc5920,39.15200000000003,17,9,43
frc492,frc4131,frc488,39.13970000000001,17,33,34
frc492,frc1359,frc4911,39.13558333333334,17,41,6
frc492,frc2147,frc8248,39.132266666666624,17,4,49
frc492,frc2521,frc4512,39.123516666666646,17,16,13
frc492,frc3636,frc6831,39.11599999999999,17,32,35
frc492,frc2811,frc2928,39.11016666666667,17,15,40
frc492,frc2147,frc4043,39.105699999999985,17,4,48
frc492,frc568,frc7461,39.103500000000025,17,47,27
frc492,frc1425,frc1540,39.098700000000065,17,31,30
frc492,frc1595,frc5827,39.07990000000004,17,5,29
frc492,frc1294,frc2147,39.0777666666667,17,39,4
frc492,frc6350,frc8532,39.07758333333335,17,20,50
frc492,frc3711,frc4915,39.074583333333294,17,21,42
frc492,frc3663,frc4488,39.07140000000005,17,24,9
frc492,frc2811,frc2930,39.06391666666668,17,15,7
frc492,frc1595,frc3786,39.04759999999996,17,5,44
frc492,frc1899,frc3663,39.03941666666667,17,36,24
frc492,frc2811,frc6350,39.019249999999985,17,15,20
frc492,frc2557,frc3674,39.01849999999996,17,18,12
frc492,frc2811,frc4089,39.01341666666671,17,15,22
frc492,frc2412,frc4915,39.012749999999976,17,45,42
frc492,frc1595,frc2522,38.99949999999998,17,5,23
frc492,frc2521,frc2557,38.99379999999997,17,16,18
frc492,frc1425,frc3636,38.99101666666664,17,31,32
frc492,frc1540,frc2976,38.98974999999999,17,30,2
frc492,frc4488,frc568,38.964999999999925,17,9,47
frc492,frc2522,frc360,38.95658333333331,17,23,26
frc492,frc1359,frc2990,38.95476666666664,17,41,28
frc492,frc4488,frc7461,38.954149999999935,17,9,27
frc492,frc360,frc955,38.9368666666667,17,26,10
frc492,frc2522,frc3674,38.931416666666586,17,23,12
frc492,frc1595,frc360,38.925733333333255,17,5,26
frc492,frc3636,frc4488,38.90698333333329,17,32,9
frc492,frc2930,frc4089,38.90183333333331,17,7,22
frc492,frc3674,frc4089,38.89883333333332,17,12,22
frc492,frc2635,frc4915,38.89133333333329,17,46,42
frc492,frc2412,frc568,38.88958333333334,17,45,47
frc492,frc2471,frc957,38.88801666666673,17,3,14
frc492,frc2522,frc4488,38.88799999999999,17,23,9
frc492,frc360,frc7461,38.88394999999998,17,26,27
frc492,frc2811,frc4915,38.87566666666667,17,15,42
frc492,frc3663,frc5920,38.870166666666684,17,24,43
frc492,frc3711,frc5920,38.868500000000004,17,21,43
frc492,frc2557,frc4911,38.8648333333333,17,18,6
frc492,frc3786,frc4089,38.855916666666715,17,44,22
frc492,frc2557,frc360,38.84946666666667,17,18,26
frc492,frc2471,frc2635,38.84725000000001,17,3,46
frc492,frc1540,frc3636,38.84716666666669,17,30,32
frc492,frc3218,frc6831,38.83866666666666,17,25,35
frc492,frc2471,frc360,38.83066666666671,17,3,26
frc492,frc2557,frc2811,38.82725000000004,17,18,15
frc492,frc2811,frc360,38.826166666666644,17,15,26
frc492,frc3218,frc5920,38.82316666666665,17,25,43
frc492,frc568,frc7034,38.816333333333375,17,47,19
frc492,frc4488,frc4512,38.804166666666674,17,9,13
frc492,frc2521,frc3674,38.802916666666675,17,16,12
frc492,frc1425,frc4512,38.80000000000002,17,31,13
frc492,frc1899,frc2990,38.78581666666661,17,36,28
frc492,frc1540,frc568,38.78274999999996,17,30,47
frc492,frc2635,frc3663,38.77350000000001,17,46,24
frc492,frc3636,frc7034,38.769416666666686,17,32,19
frc492,frc1359,frc2930,38.768916666666684,17,41,7
frc492,frc1899,frc4512,38.75396666666666,17,36,13
frc492,frc2522,frc7034,38.74958333333338,17,23,19
frc492,frc4488,frc6350,38.7418,17,9,20
frc492,frc2557,frc7034,38.740083333333345,17,18,19
frc492,frc2471,frc6831,38.72616666666666,17,3,35
frc492,frc1425,frc2521,38.72416666666666,17,31,16
frc492,frc4512,frc4513,38.722250000000024,17,13,37
frc492,frc4488,frc4915,38.70941666666672,17,9,42
frc492,frc1899,frc2811,38.70391666666671,17,36,15
frc492,frc4089,frc4513,38.70158333333337,17,22,37
frc492,frc3786,frc4488,38.69445000000006,17,44,9
frc492,frc4488,frc957,38.68795000000003,17,9,14
frc492,frc5920,frc997,38.68666666666669,17,43,8
frc492,frc4043,frc997,38.686300000000045,17,48,8
frc492,frc1595,frc2811,38.68516666666669,17,5,15
frc492,frc1294,frc997,38.67841666666668,17,39,8
frc492,frc2930,frc4513,38.66370000000003,17,7,37
frc492,frc360,frc4488,38.662916666666604,17,26,9
frc492,frc4125,frc4131,38.66059999999994,17,38,33
frc492,frc1899,frc2471,38.65699999999997,17,36,3
frc492,frc4125,frc4488,38.65300000000003,17,38,9
frc492,frc1899,frc7461,38.644799999999975,17,36,27
frc492,frc4513,frc6350,38.627833333333335,17,37,20
frc492,frc2522,frc3663,38.62100000000001,17,23,24
frc492,frc2811,frc3674,38.60916666666673,17,15,12
frc492,frc2811,frc4512,38.605749999999965,17,15,13
frc492,frc1595,frc2557,38.60554999999996,17,5,18
frc492,frc1425,frc955,38.59541666666666,17,31,10
frc492,frc7034,frc957,38.59383333333331,17,19,14
frc492,frc1899,frc360,38.5857500000001,17,36,26
frc492,frc1899,frc7034,38.581916666666686,17,36,19
frc492,frc3674,frc4488,38.57950000000003,17,12,9
frc492,frc3663,frc3674,38.562750000000015,17,24,12
frc492,frc4513,frc955,38.5548166666667,17,37,10
frc492,frc2471,frc3786,38.55333333333333,17,3,44
frc492,frc4911,frc7034,38.55233333333339,17,6,19
frc492,frc4089,frc957,38.53624999999999,17,22,14
frc492,frc2990,frc5827,38.52730000000003,17,28,29
frc492,frc2930,frc4915,38.52374999999998,17,7,42
frc492,frc1425,frc6831,38.47608333333329,17,31,35
frc492,frc1359,frc2928,38.47206666666668,17,41,40
frc492,frc2928,frc4125,38.470499999999916,17,40,38
frc492,frc2557,frc4043,38.46501666666666,17,18,48
frc492,frc1425,frc4915,38.463916666666684,17,31,42
frc492,frc4125,frc7461,38.456916666666665,17,38,27
frc492,frc2557,frc6831,38.44374999999992,17,18,35
frc492,frc2976,frc8532,38.425666666666686,17,2,50
frc492,frc2412,frc3218,38.413833333333294,17,45,25
frc492,frc2635,frc6350,38.41366666666665,17,46,20
frc492,frc4915,frc5920,38.41166666666667,17,42,43
frc492,frc360,frc6831,38.41,17,26,35
frc492,frc2930,frc4125,38.400250000000014,17,7,38
frc492,frc2557,frc2928,38.39481666666668,17,18,40
frc492,frc3636,frc568,38.39466666666662,17,32,47
frc492,frc2521,frc2522,38.3915,17,16,23
frc492,frc1425,frc4488,38.38583333333334,17,31,9
frc492,frc1595,frc5920,38.37833333333338,17,5,43
frc492,frc3786,frc488,38.37333333333331,17,44,34
frc492,frc360,frc4915,38.36466666666661,17,26,42
frc492,frc2522,frc2557,38.363083333333336,17,23,18
frc492,frc5827,frc955,38.361149999999974,17,29,10
frc492,frc2412,frc7461,38.35458333333333,17,45,27
frc492,frc3786,frc4131,38.35068333333331,17,44,33
frc492,frc1540,frc4125,38.34408333333339,17,30,38
frc492,frc2557,frc4512,38.34325000000002,17,18,13
frc492,frc2635,frc7034,38.340166666666704,17,46,19
frc492,frc2990,frc568,38.33983333333338,17,28,47
frc492,frc2521,frc6831,38.33108333333335,17,16,35
frc492,frc2928,frc4043,38.320916666666704,17,40,48
frc492,frc4512,frc5827,38.318466666666644,17,13,29
frc492,frc4488,frc5827,38.31416666666666,17,9,29
frc492,frc4512,frc4915,38.303000000000054,17,13,42
frc492,frc3636,frc4513,38.290749999999946,17,32,37
frc492,frc3218,frc5827,38.27088333333334,17,25,29
frc492,frc1425,frc360,38.26991666666664,17,31,26
frc492,frc2557,frc8532,38.25733333333329,17,18,50
frc492,frc2635,frc4512,38.253749999999954,17,46,13
frc492,frc2412,frc7034,38.24733333333341,17,45,19
frc492,frc360,frc957,38.24369999999994,17,26,14
frc492,frc2811,frc4911,38.22883333333335,17,15,6
frc492,frc2635,frc4089,38.22433333333332,17,46,22
frc492,frc3218,frc568,38.200166666666675,17,25,47
frc492,frc2046,frc4043,38.197500000000076,17,11,48
frc492,frc1595,frc8248,38.192266666666704,17,5,49
frc492,frc360,frc7034,38.1899166666667,17,26,19
frc492,frc360,frc4512,38.18633333333333,17,26,13
frc492,frc568,frc957,38.18616666666667,17,47,14
frc492,frc3786,frc7034,38.17991666666667,17,44,19
frc492,frc1359,frc957,38.17893333333336,17,41,14
frc492,frc1294,frc4911,38.169883333333345,17,39,6
frc492,frc4131,frc5827,38.16273333333333,17,33,29
frc492,frc8532,frc955,38.15374999999998,17,50,10
frc492,frc2928,frc568,38.14958333333335,17,40,47
frc492,frc2635,frc4911,38.14766666666671,17,46,6
frc492,frc2928,frc6831,38.125749999999904,17,40,35
frc492,frc2976,frc4043,38.12341666666664,17,2,48
frc492,frc8248,frc997,38.10733333333338,17,49,8
frc492,frc360,frc3674,38.10149999999998,17,26,12
frc492,frc2412,frc2930,38.101000000000006,17,45,7
frc492,frc3674,frc5827,38.10074999999996,17,12,29
frc492,frc7461,frc8532,38.09924999999996,17,27,50
frc492,frc2557,frc3636,38.06693333333337,17,18,32
frc492,frc2471,frc5920,38.063666666666634,17,3,43
frc492,frc4089,frc5827,38.04035000000002,17,22,29
frc492,frc4043,frc6831,38.0378333333333,17,48,35
frc492,frc4125,frc6831,38.03358333333336,17,38,35
frc492,frc2412,frc4043,38.02974999999995,17,45,48
frc492,frc2412,frc4512,38.02691666666666,17,45,13
frc492,frc3786,frc4915,38.02633333333328,17,44,42
frc492,frc2811,frc7034,38.02324999999999,17,15,19
frc492,frc1425,frc488,38.02146666666664,17,31,34
frc492,frc4512,frc5920,38.01874999999999,17,13,43
frc492,frc2930,frc568,38.00208333333331,17,7,47
frc492,frc2990,frc4915,37.99866666666664,17,28,42
frc492,frc3663,frc4513,37.99508333333331,17,24,37
frc492,frc2412,frc2635,37.983083333333305,17,45,46
frc492,frc3636,frc5920,37.96758333333332,17,32,43
frc492,frc360,frc568,37.95833333333336,17,26,47
frc492,frc3711,frc4513,37.95796666666676,17,21,37
frc492,frc2522,frc2811,37.940333333333335,17,23,15
frc492,frc2811,frc4513,37.93908333333328,17,15,37
frc492,frc2811,frc568,37.93883333333335,17,15,47
frc492,frc1540,frc2635,37.92874999999998,17,30,46
frc492,frc4125,frc955,37.918050000000015,17,38,10
frc492,frc3636,frc4512,37.91300000000007,17,32,13
frc492,frc1359,frc7461,37.902183333333355,17,41,27
frc492,frc3674,frc6350,37.90183333333336,17,12,20
frc492,frc3674,frc4125,37.89224999999996,17,12,38
frc492,frc1425,frc2557,37.879249999999956,17,31,18
frc492,frc1294,frc2557,37.87393333333332,17,39,18
frc492,frc4911,frc8532,37.87091666666669,17,6,50
frc492,frc1540,frc1899,37.86210000000002,17,30,36
frc492,frc1359,frc2412,37.85391666666664,17,41,45
frc492,frc4043,frc6350,37.846499999999935,17,48,20
frc492,frc2811,frc957,37.825583333333356,17,15,14
frc492,frc4512,frc568,37.816999999999986,17,13,47
frc492,frc8532,frc957,37.814750000000046,17,50,14
frc492,frc4125,frc7034,37.80733333333328,17,38,19
frc492,frc1425,frc2471,37.804850000000016,17,31,3
frc492,frc3218,frc8532,37.794833333333294,17,25,50
frc492,frc360,frc4089,37.79083333333338,17,26,22
frc492,frc2521,frc4125,37.787016666666666,17,16,38
frc492,frc1899,frc955,37.77005,17,36,10
frc492,frc5827,frc7034,37.76658333333327,17,29,19
frc492,frc1359,frc3663,37.76318333333338,17,41,24
frc492,frc2811,frc2990,37.75558333333331,17,15,28
frc492,frc1359,frc3711,37.74501666666664,17,41,21
frc492,frc3711,frc4043,37.74316666666667,17,21,48
frc492,frc1899,frc2521,37.73716666666662,17,36,16
frc492,frc2521,frc568,37.73116666666668,17,16,47
frc492,frc2557,frc488,37.706266666666636,17,18,34
frc492,frc1899,frc2557,37.70195000000003,17,36,18
frc492,frc2928,frc488,37.69210000000004,17,40,34
frc492,frc4512,frc6831,37.67266666666666,17,13,35
frc492,frc1540,frc3786,37.65500000000001,17,30,44
frc492,frc1359,frc955,37.6522333333334,17,41,10
frc492,frc2635,frc568,37.64224999999996,17,46,47
frc492,frc1899,frc8248,37.6303333333333,17,36,49
frc492,frc3636,frc3674,37.62775000000003,17,32,12
frc492,frc3674,frc7461,37.62266666666664,17,12,27
frc492,frc3674,frc8532,37.614416666666656,17,12,50
frc492,frc5827,frc7461,37.60751666666669,17,29,27
frc492,frc2471,frc4513,37.600916666666684,17,3,37
frc492,frc4513,frc7034,37.5878333333333,17,37,19
frc492,frc1359,frc360,37.587599999999945,17,41,26
frc492,frc2635,frc2930,37.57733333333336,17,46,7
frc492,frc3218,frc8248,37.57683333333331,17,25,49
frc492,frc2635,frc4131,37.576833333333305,17,46,33
frc492,frc4043,frc4488,37.55613333333329,17,48,9
frc492,frc1425,frc2811,37.55333333333337,17,31,15
frc492,frc2521,frc3636,37.54818333333336,17,16,32
frc492,frc1540,frc8532,37.54016666666668,17,30,50
frc492,frc2557,frc2990,37.53826666666666,17,18,28
frc492,frc2635,frc955,37.52825000000001,17,46,10
frc492,frc1359,frc1540,37.52196666666669,17,41,30
frc492,frc2635,frc2928,37.52008333333327,17,46,40
frc492,frc1359,frc4512,37.519166666666656,17,41,13
frc492,frc488,frc4915,37.51608333333334,17,34,42
frc492,frc2522,frc7461,37.513333333333335,17,23,27
frc492,frc3636,frc4089,37.5106666666667,17,32,22
frc492,frc2412,frc957,37.4918333333333,17,45,14
frc492,frc2635,frc3218,37.491666666666674,17,46,25
frc492,frc4125,frc4512,37.48174999999993,17,38,13
frc492,frc3786,frc4911,37.48141666666662,17,44,6
frc492,frc2471,frc5827,37.478483333333294,17,3,29
frc492,frc3663,frc4125,37.476000000000006,17,24,38
frc492,frc2471,frc568,37.47033333333332,17,3,47
frc492,frc488,frc568,37.46991666666663,17,34,47
frc492,frc4488,frc4513,37.45563333333335,17,9,37
frc492,frc1359,frc4089,37.447750000000035,17,41,22
frc492,frc5920,frc7034,37.4220833333333,17,43,19
frc492,frc4911,frc568,37.41999999999999,17,6,47
frc492,frc4513,frc957,37.40385,17,37,14
frc492,frc488,frc8248,37.38616666666672,17,34,49
frc492,frc2557,frc3786,37.38440000000001,17,18,44
frc492,frc5920,frc7461,37.36325000000002,17,43,27
frc492,frc1294,frc7461,37.35930000000004,17,39,27
frc492,frc3218,frc4513,37.359249999999925,17,25,37
frc492,frc4915,frc8532,37.35899999999998,17,42,50
frc492,frc2522,frc3636,37.35599999999999,17,23,32
frc492,frc1899,frc3674,37.3436666666667,17,36,12
frc492,frc2928,frc8248,37.34191666666666,17,40,49
frc492,frc2522,frc6831,37.33700000000002,17,23,35
frc492,frc1899,frc4488,37.33565,17,36,9
frc492,frc3218,frc4915,37.32400000000001,17,25,42
frc492,frc1359,frc4043,37.307666666666634,17,41,48
frc492,frc3674,frc5920,37.294583333333286,17,12,43
frc492,frc3674,frc568,37.29025000000005,17,12,47
frc492,frc3674,frc6831,37.28649999999997,17,12,35
frc492,frc3636,frc4125,37.27341666666669,17,32,38
frc492,frc2928,frc8532,37.26616666666665,17,40,50
frc492,frc2412,frc2557,37.26574999999998,17,45,18
frc492,frc2930,frc5920,37.26558333333336,17,7,43
frc492,frc2990,frc4125,37.26141666666667,17,28,38
frc492,frc2811,frc3636,37.24833333333334,17,15,32
frc492,frc3663,frc3786,37.24675000000003,17,24,44
frc492,frc1294,frc1540,37.24399999999997,17,39,30
frc492,frc1294,frc488,37.2234,17,39,34
frc492,frc4488,frc488,37.22185000000002,17,9,34
frc492,frc5827,frc6831,37.214166666666635,17,29,35
frc492,frc4131,frc4915,37.204249999999945,17,33,42
frc492,frc2471,frc4043,37.203000000000046,17,3,48
frc492,frc1294,frc4512,37.2014833333333,17,39,13
frc492,frc4513,frc7461,37.19586666666664,17,37,27
frc492,frc4089,frc4125,37.19249999999994,17,22,38
frc492,frc2635,frc957,37.186999999999976,17,46,14
frc492,frc3663,frc5827,37.17536666666664,17,24,29
frc492,frc1899,frc2928,37.1732833333334,17,36,40
frc492,frc2522,frc4513,37.16674999999999,17,23,37
frc492,frc2635,frc4043,37.158166666666574,17,46,48
frc492,frc2990,frc3786,37.14656666666662,17,28,44
frc492,frc2930,frc8532,37.137499999999925,17,7,50
frc492,frc3674,frc4915,37.130583333333334,17,12,42
frc492,frc2811,frc5920,37.12725000000003,17,15,43
frc492,frc1294,frc3711,37.12654999999999,17,39,21
frc492,frc1425,frc4911,37.11166666666671,17,31,6
frc492,frc2557,frc957,37.1026333333333,17,18,14
frc492,frc1359,frc2522,37.100583333333354,17,41,23
frc492,frc2522,frc5827,37.09383333333336,17,23,29
frc492,frc1540,frc5827,37.09320000000001,17,30,29
frc492,frc4131,frc5920,37.08283333333332,17,33,43
frc492,frc360,frc4513,37.07608333333332,17,26,37
frc492,frc2521,frc4513,37.06935000000001,17,16,37
frc492,frc2635,frc360,37.048833333333384,17,46,26
frc492,frc4043,frc4089,37.04633333333333,17,48,22
frc492,frc2557,frc5827,37.04233333333336,17,18,29
frc492,frc2635,frc4488,37.015083333333315,17,46,9
frc492,frc2522,frc2635,37.01474999999997,17,23,46
frc492,frc1359,frc6831,36.99875000000004,17,41,35
frc492,frc2471,frc4125,36.99349999999998,17,3,38
frc492,frc2930,frc6831,36.98141666666666,17,7,35
frc492,frc2412,frc4089,36.975000000000016,17,45,22
frc492,frc3636,frc4915,36.97383333333329,17,32,42
frc492,frc360,frc4125,36.97358333333332,17,26,38
frc492,frc1899,frc488,36.96968333333337,17,36,34
frc492,frc1540,frc4513,36.96333333333331,17,30,37
frc492,frc1294,frc568,36.948916666666655,17,39,47
frc492,frc2471,frc8532,36.94550000000001,17,3,50
frc492,frc1899,frc8532,36.93708333333336,17,36,50
frc492,frc2412,frc2471,36.928666666666665,17,45,3
frc492,frc568,frc955,36.91534999999994,17,47,10
frc492,frc1294,frc3674,36.90833333333333,17,39,12
frc492,frc5920,frc955,36.90786666666667,17,43,10
frc492,frc2521,frc5827,36.904916666666644,17,16,29
frc492,frc360,frc5920,36.89691666666668,17,26,43
frc492,frc3674,frc3786,36.881749999999975,17,12,44
frc492,frc2412,frc8532,36.86741666666667,17,45,50
frc492,frc3636,frc8248,36.85841666666659,17,32,49
frc492,frc1359,frc3674,36.82941666666669,17,41,12
frc492,frc2412,frc3663,36.818499999999986,17,45,24
frc492,frc2412,frc2811,36.80599999999996,17,45,15
frc492,frc488,frc6831,36.79533333333331,17,34,35
frc492,frc4125,frc957,36.789166666666674,17,38,14
frc492,frc1425,frc3674,36.78741666666672,17,31,12
frc492,frc1540,frc5920,36.76633333333328,17,30,43
frc492,frc1425,frc5920,36.75975,17,31,43
frc492,frc4513,frc4911,36.759249999999994,17,37,6
frc492,frc3663,frc568,36.75724999999998,17,24,47
frc492,frc2928,frc4513,36.750100000000046,17,40,37
frc492,frc3674,frc4513,36.74383333333331,17,12,37
frc492,frc5920,frc957,36.73083333333333,17,43,14
frc492,frc1359,frc2521,36.726883333333355,17,41,16
frc492,frc2811,frc6831,36.72524999999993,17,15,35
frc492,frc1294,frc2990,36.69991666666665,17,39,28
frc492,frc568,frc5920,36.64166666666667,17,47,43
frc492,frc4125,frc4911,36.63866666666664,17,38,6
frc492,frc2557,frc4125,36.623249999999956,17,18,38
frc492,frc4911,frc4915,36.62158333333326,17,6,42
frc492,frc2990,frc8532,36.617500000000035,17,28,50
frc492,frc4915,frc8248,36.58941666666663,17,42,49
frc492,frc1899,frc4043,36.58499999999998,17,36,48
frc492,frc360,frc5827,36.56256666666664,17,26,29
frc492,frc1899,frc2412,36.55974999999993,17,36,45
frc492,frc2990,frc4513,36.559399999999954,17,28,37
frc492,frc1425,frc1899,36.54963333333327,17,31,36
frc492,frc3711,frc3786,36.54858333333336,17,21,44
frc492,frc2522,frc5920,36.530166666666666,17,23,43
frc492,frc1359,frc2811,36.50091666666664,17,41,15
frc492,frc1359,frc4488,36.48393333333334,17,41,9
frc492,frc1294,frc4043,36.48266666666663,17,39,48
frc492,frc2811,frc5827,36.46580000000004,17,15,29
frc492,frc2522,frc4915,36.43316666666664,17,23,42
frc492,frc3663,frc4915,36.417666666666626,17,24,42
frc492,frc4488,frc8532,36.38425000000001,17,9,50
frc492,frc2412,frc3636,36.38208333333335,17,45,32
frc492,frc1359,frc2635,36.36491666666667,17,41,46
frc492,frc4043,frc5920,36.36133333333336,17,48,43
frc492,frc2930,frc3786,36.337700000000005,17,7,44
frc492,frc1899,frc568,36.32274999999992,17,36,47
frc492,frc568,frc8532,36.313916666666636,17,47,50
frc492,frc3711,frc8248,36.293499999999945,17,21,49
frc492,frc4911,frc5920,36.29016666666663,17,6,43
frc492,frc1359,frc3636,36.28564999999995,17,41,32
frc492,frc2471,frc8248,36.28299999999999,17,3,49
frc492,frc2522,frc4125,36.27641666666663,17,23,38
frc492,frc360,frc3786,36.265916666666705,17,26,44
frc492,frc2557,frc4513,36.26444999999997,17,18,37
frc492,frc360,frc3636,36.26216666666669,17,26,32
frc492,frc3786,frc955,36.25938333333331,17,44,10
frc492,frc4915,frc957,36.25250000000001,17,42,14
frc492,frc4043,frc957,36.244100000000024,17,48,14
frc492,frc360,frc8532,36.24049999999995,17,26,50
frc492,frc1294,frc955,36.23438333333332,17,39,10
frc492,frc2521,frc4915,36.22533333333335,17,16,42
frc492,frc3786,frc568,36.21916666666663,17,44,47
frc492,frc2521,frc4043,36.19081666666668,17,16,48
frc492,frc1540,frc4043,36.188916666666685,17,30,48
frc492,frc3786,frc5920,36.18766666666665,17,44,43
frc492,frc2635,frc2811,36.18708333333331,17,46,15
frc492,frc3218,frc3786,36.13916666666668,17,25,44
frc492,frc4043,frc8248,36.12499999999996,17,48,49
frc492,frc1359,frc2557,36.12243333333332,17,41,18
frc492,frc1359,frc1425,36.107966666666556,17,41,31
frc492,frc2811,frc4125,36.107083333333314,17,15,38
frc492,frc1425,frc4125,36.09916666666664,17,31,38
frc492,frc1294,frc2930,36.096783333333306,17,39,7
frc492,frc4915,frc955,36.086166666666635,17,42,10
frc492,frc1294,frc7034,36.0794,17,39,19
frc492,frc3663,frc8248,36.07916666666662,17,24,49
frc492,frc1294,frc3636,36.06036666666662,17,39,32
frc492,frc2811,frc8532,36.049749999999946,17,15,50
frc492,frc2412,frc8248,36.04408333333331,17,45,49
frc492,frc2635,frc2990,36.0421666666667,17,46,28
frc492,frc2990,frc4043,36.01609999999995,17,28,48
frc492,frc2521,frc5920,36.01366666666669,17,16,43
frc492,frc2811,frc3786,36.011583333333284,17,15,44
frc492,frc1294,frc8248,36.01008333333336,17,39,49
frc492,frc1540,frc8248,36.007999999999996,17,30,49
