a1,a2,a3,p(win),rank1,rank2,rank3
frc492,frc2930,frc6350,60.39396666666665,17,7,20
frc492,frc1595,frc1899,60.3839166666667,17,5,36
frc492,frc1425,frc488,60.35746904761907,17,31,34
frc492,frc3674,frc5827,60.315083333333334,17,12,29
frc492,frc2471,frc5920,60.28078333333326,17,3,43
frc492,frc1294,frc4488,60.27133333333333,17,39,9
frc492,frc2521,frc2976,60.15991666666671,17,16,2
frc492,frc1595,frc488,60.09868333333327,17,5,34
frc492,frc3218,frc3674,60.039166666666596,17,25,12
frc492,frc360,frc3663,60.02641666666659,17,26,24
frc492,frc1425,frc2522,59.97774999999998,17,31,23
frc492,frc2522,frc4512,59.96774999999996,17,23,13
frc492,frc2471,frc997,59.94791666666672,17,3,8
frc492,frc4512,frc5827,59.947250000000025,17,13,29
frc492,frc2811,frc3674,59.936333333333515,17,15,12
frc492,frc1359,frc2046,59.93595238095244,17,41,11
frc492,frc2990,frc997,59.92167857142859,17,28,8
frc492,frc2930,frc4513,59.89291666666658,17,7,37
frc492,frc1294,frc2471,59.86099999999997,17,39,3
frc492,frc3636,frc4915,59.74186666666668,17,32,42
frc492,frc1540,frc360,59.72858333333343,17,30,26
frc492,frc2976,frc6350,59.68266666666663,17,2,20
frc492,frc488,frc5827,59.663833333333386,17,34,29
frc492,frc360,frc957,59.63283333333336,17,26,14
frc492,frc3636,frc6350,59.56891666666669,17,32,20
frc492,frc3218,frc6831,59.45458333333334,17,25,35
frc492,frc1425,frc3674,59.439249999999994,17,31,12
frc492,frc2046,frc2928,59.37875952380952,17,11,40
frc492,frc360,frc997,59.249035714285796,17,26,8
frc492,frc1294,frc7461,59.24416666666665,17,39,27
frc492,frc2557,frc997,59.19876190476191,17,18,8
frc492,frc1540,frc957,59.13858333333334,17,30,14
frc492,frc2521,frc2522,59.1165,17,16,23
frc492,frc4043,frc4911,59.05920000000007,17,48,6
frc492,frc2976,frc3786,58.89466666666666,17,2,44
frc492,frc1294,frc3636,58.88158333333328,17,39,32
frc492,frc360,frc488,58.876450000000034,17,26,34
frc492,frc2522,frc3663,58.86108333333336,17,23,24
frc492,frc2522,frc3218,58.85500000000007,17,23,25
frc492,frc2046,frc2412,58.84666666666666,17,11,45
frc492,frc1425,frc1540,58.841666666666754,17,31,30
frc492,frc4512,frc957,58.84108333333328,17,13,14
frc492,frc1899,frc2557,58.79706666666665,17,36,18
frc492,frc3663,frc3674,58.772583333333245,17,24,12
frc492,frc3663,frc488,58.67706666666667,17,24,34
frc492,frc360,frc4512,58.66275000000003,17,26,13
frc492,frc2976,frc3711,58.58991666666661,17,2,21
frc492,frc1540,frc2521,58.5497261904762,17,30,16
frc492,frc1899,frc3218,58.545116666666765,17,36,25
frc492,frc1540,frc2522,58.46608333333343,17,30,23
frc492,frc1595,frc6831,58.45441666666664,17,5,35
frc492,frc2976,frc997,58.393916666666655,17,2,8
frc492,frc2046,frc2635,58.391833333333324,17,11,46
frc492,frc3636,frc4513,58.33148333333334,17,32,37
frc492,frc3636,frc3711,58.324119047618936,17,32,21
frc492,frc1595,frc3786,58.26266666666669,17,5,44
frc492,frc1899,frc2976,58.24900000000007,17,36,2
frc492,frc1899,frc4512,58.18724999999991,17,36,13
frc492,frc3218,frc4125,58.17191666666654,17,25,38
frc492,frc2976,frc488,58.16503333333345,17,2,34
frc492,frc5827,frc997,58.14402380952383,17,29,8
frc492,frc360,frc3674,58.133083333333346,17,26,12
frc492,frc2635,frc4911,58.110933333333314,17,46,6
frc492,frc2522,frc957,58.10821666666666,17,23,14
frc492,frc3218,frc4915,58.09951666666663,17,25,42
frc492,frc4131,frc7034,57.933000000000035,17,33,19
frc492,frc4513,frc7461,57.923666666666676,17,37,27
frc492,frc2976,frc6831,57.908083333333266,17,2,35
frc492,frc2976,frc5920,57.80200000000003,17,2,43
frc492,frc3663,frc957,57.69391666666676,17,24,14
frc492,frc1425,frc4125,57.59441666666669,17,31,38
frc492,frc1595,frc5920,57.589916666666674,17,5,43
frc492,frc2557,frc4125,57.55929999999997,17,18,38
frc492,frc3663,frc997,57.49599999999991,17,24,8
frc492,frc2521,frc3674,57.47524999999995,17,16,12
frc492,frc2412,frc7034,57.42456666666666,17,45,19
frc492,frc1899,frc2811,57.39691666666675,17,36,15
frc492,frc3218,frc997,57.37160714285714,17,25,8
frc492,frc2811,frc997,57.34508333333336,17,15,8
frc492,frc1595,frc4125,57.336416666666615,17,5,38
frc492,frc2928,frc4911,57.228366666666744,17,40,6
frc492,frc2046,frc4131,57.20000238095231,17,11,33
frc492,frc5827,frc957,57.19571666666664,17,29,14
frc492,frc4512,frc997,57.19236428571431,17,13,8
frc492,frc2811,frc3786,57.170583333333276,17,15,44
frc492,frc3636,frc997,57.16994047619042,17,32,8
frc492,frc4131,frc4911,57.01520000000007,17,33,6
frc492,frc360,frc3711,56.98680952380952,17,26,21
frc492,frc2046,frc8248,56.96946666666672,17,11,49
frc492,frc2976,frc4125,56.913999999999945,17,2,38
frc492,frc1294,frc2976,56.870000000000054,17,39,2
frc492,frc1899,frc3663,56.84433333333328,17,36,24
frc492,frc4915,frc7461,56.77016666666669,17,42,27
frc492,frc1359,frc2930,56.71466666666669,17,41,7
frc492,frc2522,frc488,56.606266666666684,17,23,34
frc492,frc2976,frc4915,56.587416666666634,17,2,42
frc492,frc1425,frc997,56.47303571428571,17,31,8
frc492,frc2521,frc4915,56.41283333333332,17,16,42
frc492,frc2811,frc4125,56.358166666666676,17,15,38
frc492,frc4512,frc488,56.30713333333329,17,13,34
frc492,frc1294,frc1595,56.263250000000006,17,39,5
frc492,frc1595,frc6350,56.164499999999975,17,5,20
frc492,frc5827,frc6350,56.067583333333296,17,29,20
frc492,frc1595,frc997,56.01036904761912,17,5,8
frc492,frc1899,frc2521,55.986383333333364,17,36,16
frc492,frc1899,frc3674,55.98558333333337,17,36,12
frc492,frc3218,frc488,55.937616666666756,17,25,34
frc492,frc4043,frc4089,55.91608333333333,17,48,22
frc492,frc2412,frc4911,55.899500000000025,17,45,6
frc492,frc2521,frc488,55.8480428571429,17,16,34
frc492,frc3674,frc4512,55.845499999999994,17,12,13
frc492,frc2522,frc997,55.68691666666672,17,23,8
frc492,frc2521,frc4125,55.68591666666665,17,16,38
frc492,frc1595,frc3711,55.68309523809529,17,5,21
frc492,frc2635,frc4089,55.67340000000002,17,46,22
frc492,frc1595,frc4513,55.67183333333331,17,5,37
frc492,frc3218,frc3786,55.651499999999984,17,25,44
frc492,frc1540,frc997,55.53245238095238,17,30,8
frc492,frc1425,frc1899,55.48341666666674,17,31,36
frc492,frc2412,frc2990,55.42286904761903,17,45,28
frc492,frc1359,frc4911,55.34539999999999,17,41,6
frc492,frc4125,frc5827,55.29516666666665,17,38,29
frc492,frc2557,frc488,55.281966666666634,17,18,34
frc492,frc3663,frc4125,55.27683333333336,17,24,38
frc492,frc2522,frc3674,55.25949999999993,17,23,12
frc492,frc3786,frc4512,55.20716666666663,17,44,13
frc492,frc3663,frc3786,55.156816666666565,17,24,44
frc492,frc1425,frc3711,55.13078571428569,17,31,21
frc492,frc1540,frc6350,55.09958333333329,17,30,20
frc492,frc2990,frc4043,55.06182857142859,17,28,48
frc492,frc1899,frc5827,55.00625,17,36,29
frc492,frc1595,frc4915,55.005583333333256,17,5,42
frc492,frc2811,frc5920,54.972666666666655,17,15,43
frc492,frc360,frc6350,54.962833333333265,17,26,20
frc492,frc4512,frc6831,54.90008333333339,17,13,35
frc492,frc4089,frc4131,54.89949999999996,17,22,33
frc492,frc2557,frc5920,54.89066666666662,17,18,43
frc492,frc2557,frc3711,54.7866428571428,17,18,21
frc492,frc2976,frc4513,54.7830833333334,17,2,37
frc492,frc2046,frc568,54.74676190476196,17,11,47
frc492,frc1425,frc6831,54.746749999999885,17,31,35
frc492,frc488,frc957,54.73592142857148,17,34,14
frc492,frc2412,frc955,54.68908333333333,17,45,10
frc492,frc360,frc4125,54.67739999999992,17,26,38
frc492,frc4125,frc4512,54.667083333333295,17,38,13
frc492,frc1359,frc4089,54.660116666666724,17,41,22
frc492,frc1425,frc5920,54.5905833333334,17,31,43
frc492,frc2412,frc4089,54.556583333333315,17,45,22
frc492,frc2811,frc3711,54.51258333333325,17,15,21
frc492,frc4911,frc568,54.45658333333338,17,6,47
frc492,frc2811,frc6831,54.4559166666667,17,15,35
frc492,frc2990,frc4131,54.41057380952375,17,28,33
frc492,frc1540,frc488,54.38804047619055,17,30,34
frc492,frc2928,frc7034,54.265583333333296,17,40,19
frc492,frc3674,frc488,54.21536666666674,17,12,34
frc492,frc3674,frc957,54.09355000000004,17,12,14
frc492,frc2811,frc6350,54.03349999999993,17,15,20
frc492,frc5827,frc6831,54.02250000000007,17,29,35
frc492,frc1540,frc3786,54.016216666666764,17,30,44
frc492,frc360,frc6831,53.99364999999996,17,26,35
frc492,frc4043,frc4488,53.93758333333327,17,48,9
frc492,frc2811,frc4513,53.891666666666644,17,15,37
frc492,frc2521,frc997,53.83603571428569,17,16,8
frc492,frc2635,frc4488,53.75833333333329,17,46,9
frc492,frc2412,frc2930,53.72444999999993,17,45,7
frc492,frc1359,frc2990,53.71865952380957,17,41,28
frc492,frc3663,frc4915,53.68424999999997,17,24,42
frc492,frc4512,frc5920,53.63423333333333,17,13,43
frc492,frc2928,frc2990,53.60985714285715,17,40,28
frc492,frc1425,frc4915,53.60491666666663,17,31,42
frc492,frc4125,frc488,53.52476666666666,17,38,34
frc492,frc2521,frc6831,53.51550000000005,17,16,35
frc492,frc3674,frc4125,53.504083333333334,17,12,38
frc492,frc1540,frc3674,53.47916666666662,17,30,12
frc492,frc1899,frc360,53.471299999999985,17,36,26
frc492,frc3674,frc997,53.46182619047623,17,12,8
frc492,frc2557,frc3786,53.444499999999984,17,18,44
frc492,frc1359,frc4488,53.43924999999996,17,41,9
frc492,frc2557,frc4915,53.34050000000002,17,18,42
frc492,frc1899,frc488,53.33535000000005,17,36,34
frc492,frc1899,frc957,53.319083333333325,17,36,14
frc492,frc1425,frc3786,53.2671666666667,17,31,44
frc492,frc4043,frc7034,53.256683333333385,17,48,19
frc492,frc3218,frc5920,53.220083333333356,17,25,43
frc492,frc3218,frc4513,53.21300000000006,17,25,37
frc492,frc1294,frc1425,53.19083333333332,17,39,31
frc492,frc7034,frc8248,53.18789999999996,17,19,49
frc492,frc2521,frc6350,53.17916666666659,17,16,20
frc492,frc2557,frc6831,53.17296666666666,17,18,35
frc492,frc1540,frc6831,53.13908333333331,17,30,35
frc492,frc3663,frc6831,53.097666666666726,17,24,35
frc492,frc2928,frc4089,53.0541666666666,17,40,22
frc492,frc3786,frc5827,52.90416666666666,17,44,29
frc492,frc4089,frc8248,52.85796666666668,17,22,49
frc492,frc2928,frc955,52.812500000000014,17,40,10
frc492,frc1294,frc4512,52.78325000000001,17,39,13
frc492,frc2930,frc4131,52.61733333333335,17,7,33
frc492,frc5827,frc5920,52.61586666666667,17,29,43
frc492,frc4131,frc955,52.61545000000001,17,33,10
frc492,frc1540,frc4915,52.580083333333334,17,30,42
frc492,frc3218,frc6350,52.51358333333333,17,25,20
frc492,frc4125,frc957,52.50566666666669,17,38,14
frc492,frc360,frc3786,52.49150000000003,17,26,44
frc492,frc2522,frc4125,52.371833333333356,17,23,38
frc492,frc360,frc4513,52.35900000000006,17,26,37
frc492,frc1294,frc3218,52.35124999999988,17,39,25
frc492,frc3663,frc6350,52.34741666666669,17,24,20
frc492,frc2522,frc6831,52.32491666666665,17,23,35
frc492,frc2521,frc3711,52.29103571428572,17,16,21
frc492,frc2522,frc4513,52.29059999999998,17,23,37
frc492,frc6831,frc957,52.191083333333324,17,35,14
frc492,frc2046,frc8532,52.18691666666672,17,11,50
frc492,frc1540,frc4513,52.146100000000075,17,30,37
frc492,frc2811,frc4915,52.1165,17,15,42
frc492,frc2557,frc4513,52.083833333333395,17,18,37
frc492,frc957,frc997,52.077019047619004,17,14,8
frc492,frc488,frc4915,52.00535,17,34,42
frc492,frc1294,frc5827,51.91368333333333,17,39,29
frc492,frc1540,frc3711,51.90559523809522,17,30,21
frc492,frc4043,frc7461,51.900833333333196,17,48,27
frc492,frc2521,frc3786,51.86206666666662,17,16,44
frc492,frc2522,frc3786,51.83748333333339,17,23,44
frc492,frc1294,frc2811,51.83424999999995,17,39,15
frc492,frc3674,frc3786,51.82675000000001,17,12,44
frc492,frc1294,frc360,51.806583333333435,17,39,26
frc492,frc2930,frc8248,51.79803333333327,17,7,49
frc492,frc3674,frc4915,51.78156666666663,17,12,42
frc492,frc1359,frc7034,51.7552,17,41,19
frc492,frc3674,frc6831,51.6703333333333,17,12,35
frc492,frc3674,frc6350,51.58308333333332,17,12,20
frc492,frc1540,frc4125,51.5625,17,30,38
frc492,frc4915,frc5827,51.52805000000001,17,42,29
frc492,frc4131,frc4488,51.521650000000044,17,33,9
frc492,frc2635,frc2990,51.48485714285717,17,46,28
frc492,frc1899,frc2522,51.4675833333333,17,36,23
frc492,frc488,frc6831,51.439283333333314,17,34,35
frc492,frc1294,frc2521,51.431583333333336,17,39,16
frc492,frc1540,frc1899,51.39988333333333,17,30,36
frc492,frc2412,frc3636,51.3933166666667,17,45,32
frc492,frc2990,frc8248,51.38362380952383,17,28,49
frc492,frc2557,frc6350,51.358333333333334,17,18,20
frc492,frc1294,frc3674,51.31941666666664,17,39,12
frc492,frc4512,frc4915,51.305749999999975,17,13,42
frc492,frc4512,frc6350,51.266633333333324,17,13,20
frc492,frc4513,frc5827,51.19283333333339,17,37,29
frc492,frc2522,frc5920,51.18141666666663,17,23,43
frc492,frc1425,frc6350,51.16391666666666,17,31,20
frc492,frc3218,frc3711,51.14475000000003,17,25,21
frc492,frc360,frc5920,51.109283333333366,17,26,43
frc492,frc3786,frc488,51.07423333333332,17,44,34
frc492,frc3786,frc957,51.03145000000001,17,44,14
frc492,frc2635,frc7034,51.025583333333344,17,46,19
frc492,frc8248,frc955,50.94308333333342,17,49,10
frc492,frc3663,frc5920,50.85041666666671,17,24,43
frc492,frc2928,frc4488,50.84074999999999,17,40,9
frc492,frc3711,frc4512,50.826630952380945,17,21,13
frc492,frc3663,frc4513,50.74925,17,24,37
frc492,frc2147,frc4131,50.74215000000006,17,4,33
frc492,frc2147,frc2412,50.736583333333364,17,4,45
frc492,frc1294,frc1540,50.73058333333336,17,39,30
frc492,frc1294,frc3663,50.71466666666663,17,39,24
frc492,frc4131,frc7461,50.54633333333328,17,33,27
frc492,frc488,frc997,50.42333333333333,17,34,8
frc492,frc2522,frc4915,50.350249999999996,17,23,42
frc492,frc2412,frc2471,50.341500000000046,17,45,3
frc492,frc2635,frc955,50.31858333333329,17,46,10
frc492,frc3674,frc5920,50.30026666666665,17,12,43
frc492,frc2521,frc4513,50.24681666666663,17,16,37
frc492,frc3711,frc5827,50.22534761904764,17,21,29
frc492,frc2471,frc2928,50.21066666666662,17,3,40
frc492,frc2147,frc2635,50.1423333333334,17,4,46
frc492,frc2928,frc2930,50.11948333333331,17,40,7
frc492,frc4513,frc957,50.118266666666635,17,37,14
frc492,frc1294,frc2557,50.11466666666671,17,39,18
frc492,frc1359,frc2147,50.096833333333336,17,41,4
frc492,frc4513,frc488,50.06206666666669,17,37,34
frc492,frc2412,frc4488,49.960083333333344,17,45,9
frc492,frc2522,frc6350,49.88866666666666,17,23,20
frc492,frc2147,frc8248,49.834166666666704,17,4,49
frc492,frc2147,frc4043,49.82909999999998,17,4,48
frc492,frc1425,frc4513,49.80198333333332,17,31,37
frc492,frc1540,frc5920,49.772833333333374,17,30,43
frc492,frc4915,frc957,49.65883333333333,17,42,14
frc492,frc6350,frc957,49.651916666666715,17,20,14
frc492,frc2471,frc4131,49.47926666666674,17,3,33
frc492,frc1294,frc2522,49.45725000000002,17,39,23
frc492,frc3663,frc3711,49.364750000000036,17,24,21
frc492,frc2521,frc5920,49.34041666666665,17,16,43
frc492,frc4512,frc4513,49.141750000000016,17,13,37
frc492,frc488,frc6350,49.127940476190446,17,34,20
frc492,frc4911,frc8248,49.07455000000005,17,6,49
frc492,frc6831,frc997,49.064916666666576,17,35,8
frc492,frc360,frc4915,49.03808333333333,17,26,42
frc492,frc4089,frc568,48.78566666666673,17,22,47
frc492,frc4911,frc8532,48.60508333333334,17,6,50
frc492,frc2471,frc4043,48.54513333333334,17,3,48
frc492,frc3674,frc3711,48.536607142857115,17,12,21
frc492,frc4488,frc8248,48.432583333333355,17,9,49
frc492,frc2930,frc4043,48.38566666666667,17,7,48
frc492,frc2522,frc3711,48.245452380952415,17,23,21
frc492,frc2976,frc4131,48.22825,17,2,33
frc492,frc2976,frc8248,48.05124999999996,17,2,49
frc492,frc1359,frc955,48.049449999999986,17,41,10
frc492,frc488,frc5920,48.02956666666663,17,34,43
frc492,frc1294,frc488,47.98708333333337,17,39,34
frc492,frc2412,frc2976,47.957833333333376,17,45,2
frc492,frc2147,frc2928,47.78466666666666,17,4,40
frc492,frc3786,frc997,47.7663,17,44,8
frc492,frc4125,frc997,47.71260714285722,17,38,8
frc492,frc3711,frc957,47.56228571428575,17,21,14
frc492,frc4488,frc568,47.545416666666604,17,9,47
frc492,frc3636,frc8248,47.486433333333395,17,32,49
frc492,frc5920,frc957,47.40833333333325,17,43,14
frc492,frc2471,frc2635,47.33966666666671,17,3,46
frc492,frc2471,frc8248,47.174500000000016,17,3,49
frc492,frc2928,frc7461,47.07791666666667,17,40,27
frc492,frc1899,frc997,47.03024285714282,17,36,8
frc492,frc2635,frc2930,46.93358333333333,17,46,7
frc492,frc4043,frc955,46.924466666666696,17,48,10
frc492,frc4089,frc8532,46.836083333333335,17,22,50
frc492,frc7461,frc8248,46.70458333333338,17,27,49
frc492,frc2976,frc4043,46.66999999999997,17,2,48
frc492,frc1359,frc7461,46.5979166666666,17,41,27
frc492,frc2412,frc7461,46.179000000000016,17,45,27
frc492,frc1294,frc957,46.10824999999997,17,39,14
frc492,frc4513,frc997,46.03070714285716,17,37,8
frc492,frc3674,frc4513,45.76516666666665,17,12,37
frc492,frc2928,frc3636,45.58850000000002,17,40,32
frc492,frc2928,frc2976,45.557749999999984,17,40,2
frc492,frc1359,frc2976,45.531333333333315,17,41,2
frc492,frc3636,frc4131,45.441083333333324,17,32,33
frc492,frc568,frc7034,45.35308333333335,17,47,19
frc492,frc3636,frc4043,45.30796666666663,17,32,48
frc492,frc5920,frc6831,45.27824999999999,17,43,35
frc492,frc4125,frc6831,45.119583333333324,17,38,35
frc492,frc1899,frc4125,44.99916666666662,17,36,38
frc492,frc3711,frc997,44.98391666666669,17,21,8
frc492,frc2635,frc3636,44.96211666666668,17,46,32
frc492,frc1899,frc5920,44.82058333333332,17,36,43
frc492,frc1359,frc3636,44.80830000000001,17,41,32
frc492,frc3711,frc488,44.80541666666666,17,21,34
frc492,frc1899,frc3786,44.67658333333337,17,36,44
frc492,frc6350,frc997,44.664428571428545,17,20,8
frc492,frc1899,frc4915,44.49816666666669,17,36,42
frc492,frc4043,frc4512,44.36184999999997,17,48,13
frc492,frc7034,frc8532,44.26383333333334,17,19,50
frc492,frc5920,frc997,44.25652380952377,17,43,8
frc492,frc1899,frc6831,44.1933333333333,17,36,35
frc492,frc2635,frc7461,44.06808333333334,17,46,27
frc492,frc4915,frc997,44.04311666666665,17,42,8
frc492,frc2990,frc568,43.991190476190496,17,28,47
frc492,frc1359,frc2471,43.74146666666665,17,41,3
frc492,frc4125,frc4915,43.72816666666674,17,38,42
frc492,frc4488,frc8532,43.70533333333335,17,9,50
frc492,frc4915,frc6831,43.66458333333338,17,42,35
frc492,frc2976,frc568,43.46108333333334,17,2,47
frc492,frc1595,frc4043,43.42883333333335,17,5,48
frc492,frc2635,frc2976,43.37683333333329,17,46,2
frc492,frc2412,frc5827,42.98366666666666,17,45,29
frc492,frc4131,frc5827,42.88325000000002,17,33,29
frc492,frc1294,frc997,42.866499999999974,17,39,8
frc492,frc1425,frc4043,42.85053333333335,17,31,48
frc492,frc2522,frc4043,42.81866666666667,17,23,48
frc492,frc3786,frc6350,42.761333333333376,17,44,20
frc492,frc4125,frc4513,42.76066666666667,17,38,37
frc492,frc3218,frc4043,42.74700000000002,17,25,48
frc492,frc1425,frc4131,42.72453333333334,17,31,33
frc492,frc5920,frc6350,42.70708333333335,17,43,20
frc492,frc4043,frc5827,42.66389999999999,17,48,29
frc492,frc1899,frc6350,42.47,17,36,20
frc492,frc2990,frc8532,42.426297619047624,17,28,50
frc492,frc360,frc4043,42.41241666666667,17,26,48
frc492,frc3711,frc6831,42.267583333333384,17,21,35
frc492,frc1359,frc1425,42.160500000000035,17,41,31
frc492,frc1359,frc4512,42.06125000000012,17,41,13
frc492,frc2412,frc3218,42.02693333333331,17,45,25
frc492,frc568,frc955,41.95491666666672,17,47,10
frc492,frc3786,frc6831,41.720749999999924,17,44,35
frc492,frc4131,frc4512,41.56083333333326,17,33,13
frc492,frc2412,frc4512,41.48933333333335,17,45,13
frc492,frc4513,frc6831,41.48575,17,37,35
frc492,frc1595,frc4131,41.41258333333339,17,5,33
frc492,frc4125,frc5920,41.25924999999999,17,38,43
frc492,frc3786,frc4125,41.15308333333338,17,44,38
frc492,frc4915,frc5920,41.13958333333335,17,42,43
frc492,frc360,frc4131,41.13243333333332,17,26,33
frc492,frc1425,frc2412,41.099166666666676,17,31,45
frc492,frc2930,frc568,41.06791666666664,17,7,47
frc492,frc2557,frc4043,41.067333333333345,17,18,48
frc492,frc4043,frc488,40.99006666666664,17,48,34
frc492,frc2522,frc4131,40.98321666666668,17,23,33
frc492,frc6350,frc6831,40.928583333333336,17,20,35
frc492,frc1595,frc2412,40.894083333333384,17,5,45
frc492,frc1899,frc4513,40.81766666666674,17,36,37
frc492,frc2412,frc360,40.74516666666667,17,45,26
frc492,frc2521,frc4043,40.66916666666663,17,16,48
frc492,frc1294,frc6831,40.608166666666676,17,39,35
frc492,frc4512,frc8248,40.46066666666673,17,13,49
frc492,frc5827,frc8248,40.410500000000056,17,29,49
frc492,frc2471,frc568,40.29691666666673,17,3,47
frc492,frc3786,frc4915,40.2745,17,44,42
frc492,frc2928,frc5827,40.167599999999986,17,40,29
frc492,frc3786,frc5920,40.00208333333341,17,44,43
frc492,frc1359,frc5827,39.81600000000005,17,41,29
frc492,frc1899,frc3711,39.806309523809574,17,36,21
frc492,frc3711,frc3786,39.542166666666674,17,21,44
frc492,frc4513,frc4915,39.520666666666756,17,37,42
frc492,frc1359,frc1595,39.51458333333338,17,41,5
frc492,frc3636,frc568,39.37425,17,32,47
frc492,frc2557,frc4131,39.16316666666657,17,18,33
frc492,frc3663,frc4043,39.1535,17,24,48
frc492,frc1425,frc2635,39.124000000000066,17,31,46
frc492,frc568,frc7461,38.99791666666666,17,47,27
frc492,frc2522,frc8248,38.953833333333314,17,23,49
frc492,frc3218,frc4131,38.931349999999995,17,25,33
frc492,frc4513,frc5920,38.866500000000094,17,37,43
frc492,frc3711,frc6350,38.72770238095244,17,21,20
frc492,frc1540,frc4043,38.569783333333376,17,30,48
frc492,frc1359,frc360,38.51150000000005,17,41,26
frc492,frc4043,frc957,38.36803333333335,17,48,14
frc492,frc1595,frc8248,38.31299999999999,17,5,49
frc492,frc3786,frc4513,38.30600000000002,17,44,37
frc492,frc1294,frc4125,38.19433333333339,17,39,38
frc492,frc7461,frc8532,38.14225000000002,17,27,50
frc492,frc3711,frc4125,38.13147619047609,17,21,38
frc492,frc1294,frc1899,38.10358333333335,17,39,36
frc492,frc3674,frc4043,38.0776166666667,17,12,48
frc492,frc2147,frc568,38.0211666666667,17,4,47
frc492,frc4915,frc6350,38.00283333333332,17,42,20
frc492,frc3711,frc5920,37.99308333333327,17,21,43
frc492,frc1294,frc6350,37.96050000000001,17,39,20
frc492,frc2412,frc2811,37.93258333333331,17,45,15
frc492,frc2557,frc8248,37.93216666666663,17,18,49
frc492,frc2811,frc4043,37.83066666666671,17,15,48
frc492,frc2930,frc8532,37.82785000000002,17,7,50
frc492,frc1425,frc8248,37.78624999999999,17,31,49
frc492,frc2635,frc2811,37.6633333333333,17,46,15
frc492,frc2412,frc2557,37.650250000000014,17,45,18
frc492,frc2412,frc488,37.64393333333336,17,45,34
frc492,frc4125,frc6350,37.52024999999996,17,38,20
frc492,frc4513,frc6350,37.40083333333334,17,37,20
frc492,frc4131,frc488,37.27495000000003,17,33,34
frc492,frc488,frc8248,37.269116666666704,17,34,49
frc492,frc2811,frc2928,37.134000000000064,17,15,40
frc492,frc360,frc8248,37.08091666666664,17,26,49
frc492,frc8532,frc955,36.930916666666704,17,50,10
frc492,frc2928,frc4512,36.92988333333332,17,40,13
frc492,frc3674,frc4131,36.892083333333346,17,12,33
frc492,frc2635,frc4512,36.80449999999998,17,46,13
frc492,frc2976,frc8532,36.698083333333344,17,2,50
frc492,frc1540,frc2412,36.67974999999995,17,30,45
frc492,frc1359,frc2522,36.61849999999997,17,41,23
frc492,frc2412,frc2522,36.538116666666724,17,45,23
frc492,frc2522,frc2928,36.489383333333315,17,23,40
frc492,frc1359,frc3674,36.43650000000002,17,41,12
frc492,frc1595,frc2928,36.31866666666663,17,5,40
frc492,frc2412,frc3674,36.31708333333335,17,45,12
frc492,frc2147,frc8532,36.29533333333337,17,4,50
frc492,frc1359,frc1540,36.28661666666665,17,41,30
frc492,frc1425,frc2928,36.28250000000004,17,31,40
frc492,frc1359,frc3218,36.17886666666669,17,41,25
frc492,frc1540,frc4131,36.17434999999998,17,30,33
frc492,frc2521,frc4131,36.08933333333335,17,16,33
frc492,frc2811,frc4131,36.075083333333296,17,15,33
frc492,frc3218,frc8248,36.03396666666661,17,25,49
frc492,frc2635,frc5827,35.974333333333334,17,46,29
frc492,frc3663,frc4131,35.947666666666656,17,24,33
frc492,frc2412,frc3663,35.91750000000004,17,45,24
frc492,frc2811,frc8248,35.86133333333334,17,15,49
frc492,frc1359,frc2811,35.853749999999984,17,41,15
frc492,frc2521,frc8248,35.752250000000025,17,16,49
frc492,frc2635,frc360,35.68658333333339,17,46,26
frc492,frc3711,frc4915,35.633416666666704,17,21,42
frc492,frc3711,frc4513,35.57538809523805,17,21,37
frc492,frc2557,frc2928,35.570249999999994,17,18,40
frc492,frc1595,frc2635,35.546916666666725,17,5,46
frc492,frc2928,frc3218,35.48830000000004,17,40,25
frc492,frc2557,frc2635,35.43549999999997,17,18,46
frc492,frc2471,frc8532,35.427916666666675,17,3,50
frc492,frc1595,frc568,35.18400000000002,17,5,47
frc492,frc4131,frc957,35.166416666666635,17,33,14
frc492,frc3674,frc8248,35.118000000000016,17,12,49
frc492,frc1294,frc5920,35.02625000000001,17,39,43
frc492,frc2635,frc3663,34.79741666666664,17,46,24
frc492,frc1540,frc2928,34.6808333333333,17,30,40
frc492,frc2928,frc360,34.6391666666667,17,40,26
frc492,frc1359,frc2557,34.55225000000001,17,41,18
frc492,frc2522,frc2635,34.54024999999997,17,23,46
frc492,frc1294,frc4915,34.51633333333336,17,39,42
frc492,frc1294,frc3786,34.50466666666666,17,39,44
frc492,frc360,frc568,34.489749999999994,17,26,47
frc492,frc1294,frc4513,34.41675000000001,17,39,37
frc492,frc2412,frc2521,34.413250000000005,17,45,16
frc492,frc2635,frc3218,34.29116666666667,17,46,25
frc492,frc2928,frc3674,34.13058333333331,17,40,12
frc492,frc1359,frc488,34.11266666666668,17,41,34
frc492,frc1425,frc568,33.83608333333328,17,31,47
frc492,frc4043,frc6831,33.58708333333332,17,48,35
frc492,frc8248,frc957,33.528666666666666,17,49,14
frc492,frc1899,frc4043,33.38183333333328,17,36,48
frc492,frc568,frc5827,33.32150000000002,17,47,29
frc492,frc1540,frc8248,33.20901666666673,17,30,49
frc492,frc3663,frc8248,32.94116666666667,17,24,49
frc492,frc1540,frc2635,32.69983333333329,17,30,46
frc492,frc2928,frc3663,32.5836666666667,17,40,24
